subject,SO,Source,sink,D_source_So,D_sink_SO,D_sink_source,cluster,pre_post,flow_peak
32,3,2,1,1,2,1,1,1,0.493096555857237
32,3,2,1,1,2,1,1,2,0.48844306716425
33,3,2,1,1,2,1,1,1,0.497666544055045
33,3,2,1,1,2,1,1,2,0.497396885593902
34,3,2,1,1,2,1,1,1,0.491426878117938
34,3,2,1,1,2,1,1,2,0.487346286216831
35,3,2,1,1,2,1,1,1,0.500823967647183
35,3,2,1,1,2,1,1,2,0.513332067545673
36,3,2,1,1,2,1,1,1,0.495338590439584
36,3,2,1,1,2,1,1,2,0.483534825996898
37,3,2,1,1,2,1,1,1,0.484344101076025
37,3,2,1,1,2,1,1,2,0.469946460990627
38,3,2,1,1,2,1,1,1,0.500861899539741
38,3,2,1,1,2,1,1,2,0.491043518182568
39,3,2,1,1,2,1,1,1,0.497829630592886
39,3,2,1,1,2,1,1,2,0.499890457064401
40,3,2,1,1,2,1,1,1,0.500531164901854
40,3,2,1,1,2,1,1,2,0.500680981337339
41,3,2,1,1,2,1,1,1,0.487433407154425
41,3,2,1,1,2,1,1,2,0.488261873165482
42,3,2,1,1,2,1,1,1,0.494533686807737
42,3,2,1,1,2,1,1,2,0.489536689444522
43,3,2,1,1,2,1,1,1,0.491653684495647
43,3,2,1,1,2,1,1,2,0.491499805626428
44,3,2,1,1,2,1,1,1,0.496963757215855
44,3,2,1,1,2,1,1,2,0.49517307086877
45,3,2,1,1,2,1,1,1,0.495520385102246
45,3,2,1,1,2,1,1,2,0.489378301142179
46,3,2,1,1,2,1,1,1,0.485701956009645
46,3,2,1,1,2,1,1,2,0.484796842830029
47,3,2,1,1,2,1,1,1,0.490083629967765
47,3,2,1,1,2,1,1,2,0.487391748743058
48,3,2,1,1,2,1,1,1,0.493768991453733
48,3,2,1,1,2,1,1,2,0.471955161095346
49,3,2,1,1,2,1,1,1,0.503966971363363
49,3,2,1,1,2,1,1,2,0.497631108609004
50,3,2,1,1,2,1,1,1,0.501196858932196
50,3,2,1,1,2,1,1,2,0.49693645522682
51,3,2,1,1,2,1,1,1,0.491039233422155
51,3,2,1,1,2,1,1,2,0.487465759200449
52,3,2,1,1,2,1,1,1,0.493681773198253
52,3,2,1,1,2,1,1,2,0.493945881738498
53,3,2,1,1,2,1,1,1,0.500608971536899
53,3,2,1,1,2,1,1,2,0.498038699980931
54,3,2,1,1,2,1,1,1,0.484826843718306
54,3,2,1,1,2,1,1,2,0.483340303139437
55,3,2,1,1,2,1,1,1,0.491624067465389
55,3,2,1,1,2,1,1,2,0.492180103298042
56,3,2,1,1,2,1,1,1,0.489764746652144
56,3,2,1,1,2,1,1,2,0.488180364164013
57,3,2,1,1,2,1,1,1,0.491843921397454
57,3,2,1,1,2,1,1,2,0.490856628935205
58,3,2,1,1,2,1,1,1,0.492875477821251
58,3,2,1,1,2,1,1,2,0.49211577508666
59,3,2,1,1,2,1,1,1,0.493964287530254
59,3,2,1,1,2,1,1,2,0.496614379440407
1,3,2,3,1,0,1,1,1,0.489781883859088
1,3,2,3,1,0,1,1,2,0.490714516764978
2,3,2,3,1,0,1,1,1,0.489949442291394
2,3,2,3,1,0,1,1,2,0.478257791915926
3,3,2,3,1,0,1,1,1,0.484000098986799
3,3,2,3,1,0,1,1,2,0.486579025476332
4,3,2,3,1,0,1,1,1,0.4811897068255
4,3,2,3,1,0,1,1,2,0.479675082475112
5,3,2,3,1,0,1,1,1,0.484214630603414
5,3,2,3,1,0,1,1,2,0.478938159096558
6,3,2,3,1,0,1,1,1,0.488708660476194
6,3,2,3,1,0,1,1,2,0.471216504966617
7,3,2,3,1,0,1,1,1,0.486134506717118
7,3,2,3,1,0,1,1,2,0.480651960645216
8,3,2,3,1,0,1,1,1,0.479492786895873
8,3,2,3,1,0,1,1,2,0.466114964473513
9,3,2,3,1,0,1,1,1,0.484241675239502
9,3,2,3,1,0,1,1,2,0.474995267573553
10,3,2,3,1,0,1,1,1,0.479596250334462
10,3,2,3,1,0,1,1,2,0.476250397279947
11,3,2,3,1,0,1,1,1,0.491809181665634
11,3,2,3,1,0,1,1,2,0.485214765501751
12,3,2,3,1,0,1,1,1,0.477849279759677
12,3,2,3,1,0,1,1,2,0.469643070097225
13,3,2,3,1,0,1,1,1,0.474060779691582
13,3,2,3,1,0,1,1,2,0.465010748271334
14,3,2,3,1,0,1,1,1,0.46719144918335
15,3,2,3,1,0,1,1,1,0.468537235511147
15,3,2,3,1,0,1,1,2,0.464811687965148
16,3,2,3,1,0,1,1,1,0.467372433665169
17,3,2,3,1,0,1,1,1,0.476881951712567
17,3,2,3,1,0,1,1,2,0.468764821149403
19,3,2,3,1,0,1,1,1,0.470312329294611
19,3,2,3,1,0,1,1,2,0.46847541872562
21,3,2,3,1,0,1,1,1,0.471317116220525
22,3,2,3,1,0,1,1,1,0.467007532190445
23,3,2,3,1,0,1,1,1,0.475178336499072
23,3,2,3,1,0,1,1,2,0.464828506996763
24,3,2,3,1,0,1,1,1,0.476043724317272
24,3,2,3,1,0,1,1,2,0.465502993223244
25,3,2,3,1,0,1,1,1,0.464244582451958
27,3,2,3,1,0,1,1,1,0.479287332300098
27,3,2,3,1,0,1,1,2,0.477570910015816
29,3,2,3,1,0,1,1,1,0.469653249195146
30,3,2,3,1,0,1,1,1,0.481116899836634
30,3,2,3,1,0,1,1,2,0.465738871549383
31,3,2,3,1,0,1,1,1,0.479440261051355
31,3,2,3,1,0,1,1,2,0.474928482101795
32,3,2,3,1,0,1,1,1,0.477400476913323
32,3,2,3,1,0,1,1,2,0.47019871087129
33,3,2,3,1,0,1,1,1,0.475818363970208
33,3,2,3,1,0,1,1,2,0.467577159037694
34,3,2,3,1,0,1,1,1,0.465799746789282
35,3,2,3,1,0,1,1,1,0.481311154379961
35,3,2,3,1,0,1,1,2,0.465072469308755
36,3,2,3,1,0,1,1,1,0.469802821213458
37,3,2,3,1,0,1,1,1,0.493572523882933
37,3,2,3,1,0,1,1,2,0.491635799184707
39,3,2,3,1,0,1,1,1,0.471250534216029
39,3,2,3,1,0,1,1,2,0.464582677693425
40,3,2,3,1,0,1,1,1,0.481923951719944
40,3,2,3,1,0,1,1,2,0.475810085324614
41,3,2,3,1,0,1,1,1,0.479390996217697
41,3,2,3,1,0,1,1,2,0.474997239128433
42,3,2,3,1,0,1,1,1,0.480738420988189
42,3,2,3,1,0,1,1,2,0.477935090504659
43,3,2,3,1,0,1,1,1,0.483545542616662
43,3,2,3,1,0,1,1,2,0.479957234489986
44,3,2,3,1,0,1,1,1,0.484255518182878
44,3,2,3,1,0,1,1,2,0.480767984166006
45,3,2,3,1,0,1,1,1,0.484294003848002
45,3,2,3,1,0,1,1,2,0.479407918095502
46,3,2,3,1,0,1,1,1,0.478721787256066
46,3,2,3,1,0,1,1,2,0.477391986223655
47,3,2,3,1,0,1,1,1,0.482324894385978
47,3,2,3,1,0,1,1,2,0.47830003232242
48,3,2,3,1,0,1,1,1,0.487525490662643
48,3,2,3,1,0,1,1,2,0.489049193816366
49,3,2,3,1,0,1,1,1,0.488094933689191
49,3,2,3,1,0,1,1,2,0.483918985333681
50,3,2,3,1,0,1,1,1,0.486366623957424
50,3,2,3,1,0,1,1,2,0.486112459862508
51,3,2,3,1,0,1,1,1,0.483883101563233
51,3,2,3,1,0,1,1,2,0.479605276927346
52,3,2,3,1,0,1,1,1,0.485381185529078
52,3,2,3,1,0,1,1,2,0.484931310428457
53,3,2,3,1,0,1,1,1,0.476094314273048
53,3,2,3,1,0,1,1,2,0.496037600438405
54,3,2,3,1,0,1,1,1,0.484663382499329
54,3,2,3,1,0,1,1,2,0.47661341982074
55,3,2,3,1,0,1,1,1,0.479942516035485
55,3,2,3,1,0,1,1,2,0.469990785324508
56,3,2,3,1,0,1,1,1,0.488423751216252
56,3,2,3,1,0,1,1,2,0.480703181157293
57,3,2,3,1,0,1,1,1,0.488025255984949
57,3,2,3,1,0,1,1,2,0.485535749337471
58,3,2,3,1,0,1,1,1,0.487901071707047
58,3,2,3,1,0,1,1,2,0.477489134442304
59,3,2,3,1,0,1,1,1,0.491491428065904
59,3,2,3,1,0,1,1,2,0.489067206141391
1,3,2,4,1,1,2,1,1,0.503612790992345
1,3,2,4,1,1,2,1,2,0.500279160681818
2,3,2,4,1,1,2,1,1,0.497741152411498
2,3,2,4,1,1,2,1,2,0.504289009346781
3,3,2,4,1,1,2,1,1,0.483630271993401
3,3,2,4,1,1,2,1,2,0.480185693781858
4,3,2,4,1,1,2,1,1,0.495340041765437
4,3,2,4,1,1,2,1,2,0.501611473506832
5,3,2,4,1,1,2,1,1,0.492028979876279
5,3,2,4,1,1,2,1,2,0.495941872849225
6,3,2,4,1,1,2,1,1,0.49029254900131
6,3,2,4,1,1,2,1,2,0.481920274246454
7,3,2,4,1,1,2,1,1,0.497026784401859
7,3,2,4,1,1,2,1,2,0.493287583102756
8,3,2,4,1,1,2,1,1,0.48962887744612
8,3,2,4,1,1,2,1,2,0.486358839155528
9,3,2,4,1,1,2,1,1,0.487540155809436
9,3,2,4,1,1,2,1,2,0.489655570890641
10,3,2,4,1,1,2,1,1,0.499103926193611
10,3,2,4,1,1,2,1,2,0.49124591242932
11,3,2,4,1,1,2,1,1,0.496121089589797
11,3,2,4,1,1,2,1,2,0.49594750919803
12,3,2,4,1,1,2,1,1,0.491505450398362
12,3,2,4,1,1,2,1,2,0.488973496422767
13,3,2,4,1,1,2,1,1,0.491208178826522
13,3,2,4,1,1,2,1,2,0.489099235544545
14,3,2,4,1,1,2,1,1,0.501834172063087
14,3,2,4,1,1,2,1,2,0.490163424768294
15,3,2,4,1,1,2,1,1,0.483989085446435
15,3,2,4,1,1,2,1,2,0.49191946757645
16,3,2,4,1,1,2,1,1,0.495773678120008
16,3,2,4,1,1,2,1,2,0.495418388527847
17,3,2,4,1,1,2,1,1,0.481362735388821
17,3,2,4,1,1,2,1,2,0.471880656074044
18,3,2,4,1,1,2,1,1,0.475140636717532
18,3,2,4,1,1,2,1,2,0.468770799052104
19,3,2,4,1,1,2,1,1,0.490626829707145
19,3,2,4,1,1,2,1,2,0.49186362300038
20,3,2,4,1,1,2,1,1,0.511009273618551
21,3,2,4,1,1,2,1,1,0.490569466838182
21,3,2,4,1,1,2,1,2,0.491855351056276
22,3,2,4,1,1,2,1,1,0.496325481119318
22,3,2,4,1,1,2,1,2,0.496459099886884
23,3,2,4,1,1,2,1,1,0.488167886401575
23,3,2,4,1,1,2,1,2,0.487546308565666
24,3,2,4,1,1,2,1,1,0.503733792200043
24,3,2,4,1,1,2,1,2,0.509519317950141
25,3,2,4,1,1,2,1,1,0.51240857490079
26,3,2,4,1,1,2,1,1,0.48764037898896
26,3,2,4,1,1,2,1,2,0.488602913512608
27,3,2,4,1,1,2,1,1,0.498733946784232
27,3,2,4,1,1,2,1,2,0.504008220685559
28,3,2,4,1,1,2,1,1,0.471979689877119
28,3,2,4,1,1,2,1,2,0.471687318242272
29,3,2,4,1,1,2,1,1,0.486143408614057
29,3,2,4,1,1,2,1,2,0.474049140282268
30,3,2,4,1,1,2,1,1,0.493793367342872
30,3,2,4,1,1,2,1,2,0.504094709933805
31,3,2,4,1,1,2,1,1,0.50360761644971
31,3,2,4,1,1,2,1,2,0.510397948664698
32,3,2,4,1,1,2,1,1,0.494784544431078
32,3,2,4,1,1,2,1,2,0.499494744634212
33,3,2,4,1,1,2,1,1,0.484130388248995
33,3,2,4,1,1,2,1,2,0.480465628643719
34,3,2,4,1,1,2,1,1,0.486225848427566
34,3,2,4,1,1,2,1,2,0.486231455982146
35,3,2,4,1,1,2,1,1,0.488852615192508
35,3,2,4,1,1,2,1,2,0.472483198421431
36,3,2,4,1,1,2,1,1,0.489414288671222
36,3,2,4,1,1,2,1,2,0.495342415445894
37,3,2,4,1,1,2,1,1,0.476992965896112
37,3,2,4,1,1,2,1,2,0.485075999310268
38,3,2,4,1,1,2,1,1,0.495377527706016
38,3,2,4,1,1,2,1,2,0.490808658378253
39,3,2,4,1,1,2,1,1,0.483268557597341
39,3,2,4,1,1,2,1,2,0.480599490420501
40,3,2,4,1,1,2,1,1,0.489740123219543
40,3,2,4,1,1,2,1,2,0.487569434339668
41,3,2,4,1,1,2,1,1,0.495494175100843
41,3,2,4,1,1,2,1,2,0.496603413708463
42,3,2,4,1,1,2,1,1,0.494280926172154
42,3,2,4,1,1,2,1,2,0.496881416279329
43,3,2,4,1,1,2,1,1,0.498313727663663
43,3,2,4,1,1,2,1,2,0.501702306349675
44,3,2,4,1,1,2,1,1,0.492845708276915
44,3,2,4,1,1,2,1,2,0.492659832140759
45,3,2,4,1,1,2,1,1,0.491971661080219
45,3,2,4,1,1,2,1,2,0.492947170357864
46,3,2,4,1,1,2,1,1,0.49327110225487
46,3,2,4,1,1,2,1,2,0.49642197829349
47,3,2,4,1,1,2,1,1,0.488550379554786
47,3,2,4,1,1,2,1,2,0.48654808858276
48,3,2,4,1,1,2,1,1,0.485422697622148
48,3,2,4,1,1,2,1,2,0.501862264107088
49,3,2,4,1,1,2,1,1,0.488403150513592
49,3,2,4,1,1,2,1,2,0.488160998602643
50,3,2,4,1,1,2,1,1,0.495739631236854
50,3,2,4,1,1,2,1,2,0.492523360791576
51,3,2,4,1,1,2,1,1,0.500112068605831
51,3,2,4,1,1,2,1,2,0.49944645936808
52,3,2,4,1,1,2,1,1,0.490895657126551
52,3,2,4,1,1,2,1,2,0.491295002796593
53,3,2,4,1,1,2,1,1,0.492420524921924
53,3,2,4,1,1,2,1,2,0.493960470717704
54,3,2,4,1,1,2,1,1,0.498892458223144
54,3,2,4,1,1,2,1,2,0.505006756245917
55,3,2,4,1,1,2,1,1,0.483478324999877
55,3,2,4,1,1,2,1,2,0.480291212090268
56,3,2,4,1,1,2,1,1,0.495138222372275
56,3,2,4,1,1,2,1,2,0.498888605503716
57,3,2,4,1,1,2,1,1,0.494853798940989
57,3,2,4,1,1,2,1,2,0.496809526294761
58,3,2,4,1,1,2,1,1,0.493415171376072
58,3,2,4,1,1,2,1,2,0.492414100260266
59,3,2,4,1,1,2,1,1,0.499219283635921
59,3,2,4,1,1,2,1,2,0.495686319020337
1,3,3,1,0,2,2,1,1,0.491866364365703
1,3,3,1,0,2,2,1,2,0.495103593595478
2,3,3,1,0,2,2,1,1,0.503894210912848
2,3,3,1,0,2,2,1,2,0.489613049884766
3,3,3,1,0,2,2,1,1,0.486529858098358
3,3,3,1,0,2,2,1,2,0.496543081485765
4,3,3,1,0,2,2,1,1,0.487231924720255
4,3,3,1,0,2,2,1,2,0.488612699796701
5,3,3,1,0,2,2,1,1,0.499566256155436
5,3,3,1,0,2,2,1,2,0.493158566723185
6,3,3,1,0,2,2,1,1,0.488647601379264
6,3,3,1,0,2,2,1,2,0.50096671101059
7,3,3,1,0,2,2,1,1,0.491275143133366
7,3,3,1,0,2,2,1,2,0.489803988037226
8,3,3,1,0,2,2,1,1,0.488474179827899
8,3,3,1,0,2,2,1,2,0.486092657882715
9,3,3,1,0,2,2,1,1,0.502787149702151
9,3,3,1,0,2,2,1,2,0.497044677425695
10,3,3,1,0,2,2,1,1,0.480420872721844
10,3,3,1,0,2,2,1,2,0.48914529499729
11,3,3,1,0,2,2,1,1,0.495818184127844
11,3,3,1,0,2,2,1,2,0.495969073961701
12,3,3,1,0,2,2,1,1,0.492360922764915
12,3,3,1,0,2,2,1,2,0.487991666715825
13,3,3,1,0,2,2,1,1,0.496287380664425
13,3,3,1,0,2,2,1,2,0.491677837939276
14,3,3,1,0,2,2,1,1,0.488258895072807
14,3,3,1,0,2,2,1,2,0.492927600734862
15,3,3,1,0,2,2,1,1,0.485188046960078
15,3,3,1,0,2,2,1,2,0.472273827956009
16,3,3,1,0,2,2,1,1,0.490778791151695
16,3,3,1,0,2,2,1,2,0.484056346029863
17,3,3,1,0,2,2,1,1,0.4899476784342
17,3,3,1,0,2,2,1,2,0.504167036648947
18,3,3,1,0,2,2,1,1,0.504708157967427
18,3,3,1,0,2,2,1,2,0.491453747036102
19,3,3,1,0,2,2,1,1,0.495362048522159
19,3,3,1,0,2,2,1,2,0.48712231842088
20,3,3,1,0,2,2,1,1,0.464755233742126
21,3,3,1,0,2,2,1,1,0.485323053281278
21,3,3,1,0,2,2,1,2,0.484588058248014
22,3,3,1,0,2,2,1,1,0.492043585720966
22,3,3,1,0,2,2,1,2,0.490185527479402
23,3,3,1,0,2,2,1,1,0.485293995510328
23,3,3,1,0,2,2,1,2,0.47670571303845
24,3,3,1,0,2,2,1,1,0.48839131774998
24,3,3,1,0,2,2,1,2,0.490350605817904
25,3,3,1,0,2,2,1,1,0.477146967876397
26,3,3,1,0,2,2,1,1,0.496719318395846
26,3,3,1,0,2,2,1,2,0.492806610095159
27,3,3,1,0,2,2,1,1,0.492533248637585
27,3,3,1,0,2,2,1,2,0.490633207668937
28,3,3,1,0,2,2,1,1,0.50020107484493
28,3,3,1,0,2,2,1,2,0.489982799909364
29,3,3,1,0,2,2,1,1,0.490045587858307
29,3,3,1,0,2,2,1,2,0.496894502632539
30,3,3,1,0,2,2,1,1,0.492947557208434
30,3,3,1,0,2,2,1,2,0.474775361807569
31,3,3,1,0,2,2,1,1,0.483407442477522
31,3,3,1,0,2,2,1,2,0.480356981738332
32,3,3,1,0,2,2,1,1,0.493426272970031
32,3,3,1,0,2,2,1,2,0.490688997433024
33,3,3,1,0,2,2,1,1,0.496458160638841
33,3,3,1,0,2,2,1,2,0.498025439806434
34,3,3,1,0,2,2,1,1,0.494320430575489
34,3,3,1,0,2,2,1,2,0.491601559170306
35,3,3,1,0,2,2,1,1,0.50447723618144
35,3,3,1,0,2,2,1,2,0.511224198956426
36,3,3,1,0,2,2,1,1,0.497732978320192
36,3,3,1,0,2,2,1,2,0.482582362556054
37,3,3,1,0,2,2,1,1,0.482740630027274
37,3,3,1,0,2,2,1,2,0.469329049691542
38,3,3,1,0,2,2,1,1,0.500030265809609
38,3,3,1,0,2,2,1,2,0.494479633251169
39,3,3,1,0,2,2,1,1,0.498673822598683
39,3,3,1,0,2,2,1,2,0.502771543358281
40,3,3,1,0,2,2,1,1,0.499828500992609
40,3,3,1,0,2,2,1,2,0.500236330233522
41,3,3,1,0,2,2,1,1,0.487133701668366
41,3,3,1,0,2,2,1,2,0.490002510122469
42,3,3,1,0,2,2,1,1,0.492723525452288
42,3,3,1,0,2,2,1,2,0.493880232934508
43,3,3,1,0,2,2,1,1,0.492555426270652
43,3,3,1,0,2,2,1,2,0.487623404235692
44,3,3,1,0,2,2,1,1,0.497353413907814
44,3,3,1,0,2,2,1,2,0.496023442925726
45,3,3,1,0,2,2,1,1,0.494779564862292
45,3,3,1,0,2,2,1,2,0.488753938345857
46,3,3,1,0,2,2,1,1,0.486915014829302
46,3,3,1,0,2,2,1,2,0.482315401456596
47,3,3,1,0,2,2,1,1,0.490348673273491
47,3,3,1,0,2,2,1,2,0.487947208022445
48,3,3,1,0,2,2,1,1,0.499260090692988
48,3,3,1,0,2,2,1,2,0.478966751127294
49,3,3,1,0,2,2,1,1,0.504159486077174
49,3,3,1,0,2,2,1,2,0.501532853230265
50,3,3,1,0,2,2,1,1,0.500958796989732
50,3,3,1,0,2,2,1,2,0.50193716660733
51,3,3,1,0,2,2,1,1,0.489220504295369
51,3,3,1,0,2,2,1,2,0.489807706093366
52,3,3,1,0,2,2,1,1,0.493301564974655
52,3,3,1,0,2,2,1,2,0.490090212915149
53,3,3,1,0,2,2,1,1,0.498044393006138
53,3,3,1,0,2,2,1,2,0.500404782062527
54,3,3,1,0,2,2,1,1,0.484492198994209
54,3,3,1,0,2,2,1,2,0.484480546867895
55,3,3,1,0,2,2,1,1,0.498466217552589
55,3,3,1,0,2,2,1,2,0.498566300506742
56,3,3,1,0,2,2,1,1,0.491329952550198
56,3,3,1,0,2,2,1,2,0.487715579184436
57,3,3,1,0,2,2,1,1,0.493929661705044
57,3,3,1,0,2,2,1,2,0.492215273489398
58,3,3,1,0,2,2,1,1,0.492832181656552
58,3,3,1,0,2,2,1,2,0.492870881319863
59,3,3,1,0,2,2,1,1,0.494103011889783
59,3,3,1,0,2,2,1,2,0.497044832272298
1,3,3,2,0,1,1,1,1,0.491920960108076
1,3,3,2,0,1,1,1,2,0.495663306929846
2,3,3,2,0,1,1,1,1,0.492332613457465
2,3,3,2,0,1,1,1,2,0.485026494994862
3,3,3,2,0,1,1,1,1,0.486158320818724
3,3,3,2,0,1,1,1,2,0.495096618310559
4,3,3,2,0,1,1,1,1,0.485846654445556
4,3,3,2,0,1,1,1,2,0.483595231810816
5,3,3,2,0,1,1,1,1,0.488906639132694
5,3,3,2,0,1,1,1,2,0.483758472922945
6,3,3,2,0,1,1,1,1,0.492972565403143
6,3,3,2,0,1,1,1,2,0.481574071943765
7,3,3,2,0,1,1,1,1,0.488324135021002
7,3,3,2,0,1,1,1,2,0.487337246856924
8,3,3,2,0,1,1,1,1,0.484166366634012
8,3,3,2,0,1,1,1,2,0.47854819384286
9,3,3,2,0,1,1,1,1,0.48783259773018
9,3,3,2,0,1,1,1,2,0.483251459533555
10,3,3,2,0,1,1,1,1,0.48079561027252
10,3,3,2,0,1,1,1,2,0.485488418519021
11,3,3,2,0,1,1,1,1,0.490895156027022
11,3,3,2,0,1,1,1,2,0.488815640539421
12,3,3,2,0,1,1,1,1,0.484100893926071
12,3,3,2,0,1,1,1,2,0.479256099636593
13,3,3,2,0,1,1,1,1,0.48221406072328
13,3,3,2,0,1,1,1,2,0.477985147171842
14,3,3,2,0,1,1,1,1,0.470308964865439
15,3,3,2,0,1,1,1,1,0.477826892822232
15,3,3,2,0,1,1,1,2,0.468939669479774
16,3,3,2,0,1,1,1,1,0.477078707121949
16,3,3,2,0,1,1,1,2,0.468669896186213
17,3,3,2,0,1,1,1,1,0.480874599141611
17,3,3,2,0,1,1,1,2,0.481648350072176
18,3,3,2,0,1,1,1,1,0.481353741551311
18,3,3,2,0,1,1,1,2,0.481779597914311
19,3,3,2,0,1,1,1,1,0.480620565020841
19,3,3,2,0,1,1,1,2,0.477742870406558
20,3,3,2,0,1,1,1,1,0.464781438922417
21,3,3,2,0,1,1,1,1,0.481350564322761
21,3,3,2,0,1,1,1,2,0.474251015992694
22,3,3,2,0,1,1,1,1,0.477612135364346
22,3,3,2,0,1,1,1,2,0.468082677730053
23,3,3,2,0,1,1,1,1,0.484353585673392
23,3,3,2,0,1,1,1,2,0.487358916505634
24,3,3,2,0,1,1,1,1,0.469480430299922
24,3,3,2,0,1,1,1,2,0.470918956055642
25,3,3,2,0,1,1,1,1,0.472030329989158
26,3,3,2,0,1,1,1,1,0.472205884719091
26,3,3,2,0,1,1,1,2,0.467382051861591
27,3,3,2,0,1,1,1,1,0.47962926783697
27,3,3,2,0,1,1,1,2,0.478597440037326
28,3,3,2,0,1,1,1,1,0.477204064615507
28,3,3,2,0,1,1,1,2,0.478637431867203
29,3,3,2,0,1,1,1,1,0.490628735556788
29,3,3,2,0,1,1,1,2,0.485246604841597
30,3,3,2,0,1,1,1,1,0.48497432853205
30,3,3,2,0,1,1,1,2,0.466270537106593
31,3,3,2,0,1,1,1,1,0.481918414746431
31,3,3,2,0,1,1,1,2,0.472687760891974
32,3,3,2,0,1,1,1,1,0.484259359163452
32,3,3,2,0,1,1,1,2,0.480069462226595
33,3,3,2,0,1,1,1,1,0.485071969324809
33,3,3,2,0,1,1,1,2,0.47959199399854
34,3,3,2,0,1,1,1,1,0.479455029427782
34,3,3,2,0,1,1,1,2,0.475060672600601
35,3,3,2,0,1,1,1,1,0.490826200586899
35,3,3,2,0,1,1,1,2,0.481706432591133
36,3,3,2,0,1,1,1,1,0.482500505061043
36,3,3,2,0,1,1,1,2,0.472956174808645
37,3,3,2,0,1,1,1,1,0.467867703283675
39,3,3,2,0,1,1,1,1,0.479724086339701
39,3,3,2,0,1,1,1,2,0.476541345610649
40,3,3,2,0,1,1,1,1,0.484230004367063
40,3,3,2,0,1,1,1,2,0.48369624283827
41,3,3,2,0,1,1,1,1,0.486888520880338
41,3,3,2,0,1,1,1,2,0.480001497074318
42,3,3,2,0,1,1,1,1,0.48904659376834
42,3,3,2,0,1,1,1,2,0.481434178196808
43,3,3,2,0,1,1,1,1,0.484432923822471
43,3,3,2,0,1,1,1,2,0.478166057342651
44,3,3,2,0,1,1,1,1,0.490118473688874
44,3,3,2,0,1,1,1,2,0.486521066024641
45,3,3,2,0,1,1,1,1,0.488068043112664
45,3,3,2,0,1,1,1,2,0.485453471239336
46,3,3,2,0,1,1,1,1,0.491886191984808
46,3,3,2,0,1,1,1,2,0.489555212155623
47,3,3,2,0,1,1,1,1,0.496338368731596
47,3,3,2,0,1,1,1,2,0.493309076103189
48,3,3,2,0,1,1,1,1,0.472822902992634
48,3,3,2,0,1,1,1,2,0.4827252164781
49,3,3,2,0,1,1,1,1,0.488719405374857
49,3,3,2,0,1,1,1,2,0.484838123004954
50,3,3,2,0,1,1,1,1,0.489591535675744
50,3,3,2,0,1,1,1,2,0.487539214749552
51,3,3,2,0,1,1,1,1,0.4876976890994
51,3,3,2,0,1,1,1,2,0.483540011240355
52,3,3,2,0,1,1,1,1,0.489420980444217
52,3,3,2,0,1,1,1,2,0.481581194312125
53,3,3,2,0,1,1,1,1,0.478274554133236
53,3,3,2,0,1,1,1,2,0.494723273416583
54,3,3,2,0,1,1,1,1,0.488408457950702
54,3,3,2,0,1,1,1,2,0.48451188168386
55,3,3,2,0,1,1,1,1,0.49160007219347
55,3,3,2,0,1,1,1,2,0.491729543114598
56,3,3,2,0,1,1,1,1,0.49203586554486
56,3,3,2,0,1,1,1,2,0.4839798276775
57,3,3,2,0,1,1,1,1,0.492588893018346
57,3,3,2,0,1,1,1,2,0.489563782226127
58,3,3,2,0,1,1,1,1,0.485125733721519
58,3,3,2,0,1,1,1,2,0.483817594059613
59,3,3,2,0,1,1,1,1,0.492641587369089
59,3,3,2,0,1,1,1,2,0.490322187209226
1,3,3,4,0,1,1,1,1,0.503501921786363
1,3,3,4,0,1,1,1,2,0.497231037662106
2,3,3,4,0,1,1,1,1,0.494364851106904
2,3,3,4,0,1,1,1,2,0.502113657037251
3,3,3,4,0,1,1,1,1,0.487737434621377
3,3,3,4,0,1,1,1,2,0.492105131001287
4,3,3,4,0,1,1,1,1,0.496497289977393
4,3,3,4,0,1,1,1,2,0.500933479378058
5,3,3,4,0,1,1,1,1,0.492664943096482
5,3,3,4,0,1,1,1,2,0.497134210453649
6,3,3,4,0,1,1,1,1,0.492083938810028
6,3,3,4,0,1,1,1,2,0.485173138836996
7,3,3,4,0,1,1,1,1,0.497934899962585
7,3,3,4,0,1,1,1,2,0.494339462223985
8,3,3,4,0,1,1,1,1,0.492674330202425
8,3,3,4,0,1,1,1,2,0.48909747024448
9,3,3,4,0,1,1,1,1,0.488818629133982
9,3,3,4,0,1,1,1,2,0.491510915787555
10,3,3,4,0,1,1,1,1,0.50356692778474
10,3,3,4,0,1,1,1,2,0.492330816576634
11,3,3,4,0,1,1,1,1,0.497888539352321
11,3,3,4,0,1,1,1,2,0.496213307403837
12,3,3,4,0,1,1,1,1,0.492294743785288
12,3,3,4,0,1,1,1,2,0.491020926771701
13,3,3,4,0,1,1,1,1,0.491816229898141
13,3,3,4,0,1,1,1,2,0.490848929666939
14,3,3,4,0,1,1,1,1,0.497465943821301
14,3,3,4,0,1,1,1,2,0.495977459794049
15,3,3,4,0,1,1,1,1,0.489336236942257
15,3,3,4,0,1,1,1,2,0.50001214040631
16,3,3,4,0,1,1,1,1,0.495851607446684
16,3,3,4,0,1,1,1,2,0.498000423705583
17,3,3,4,0,1,1,1,1,0.483833453682481
17,3,3,4,0,1,1,1,2,0.472446894274274
18,3,3,4,0,1,1,1,1,0.477007432199371
18,3,3,4,0,1,1,1,2,0.475551093737964
